Name,Brand,Price,Discounted Price,Category,SuubCategory,Quantity,Description,BreadCrumbs
Protinex Vanilla Flavour,Protinex,599,505,Dairy & Beverages,Beverages,400 gm,"IngredientsSkimmed Milk Powder, Maltodextrin, Soy Protein Isolate, Minerals (Dicalcium Phosphate, Ferric Pyrophosphate, Zinc Sulfate, Potassium Iodide), Stabilizer (Guar Gum), Vitamins (Choline Bitartrate, Ascorbic Acid, Nicotinamide, Dl-Alpha Tocopheryl Acetate, Retinyl Acetate, Riboflavin, Thiamine Hydrochloride, Ergocalciferol, Calcium Pantothenate, Pyridoxine Hydrochloride, Folic Acid, Biotin, Artificial Sweetener (E 9551)Other must know InformationBest before 12 months from the manufacturing date, Use a clean and dry spoon.Storage InstructionsStore in a cool, dry, and hygienic place",Dairy & Beverages > Beverages
Pediasure Vanilla Delight,Pediasure,1375,1275,Dairy & Beverages,Beverages,1 kg,"OverviewThis nutritional drink from Pediasure comes in a yummy vanilla flavour and contains 37 essential nutrients for boosting growth and immunity. The Pediasure powder formulation has been scientifically proven to improve and speed up height and weight increase, as well as improve brain development in children. It comes in a variety of flavours like Pediasure vanilla and Pediasure Chocolate, which makes it easy for all children to enjoy this nutritious drink.Benefits- Pediasure for kids is a convenient single solution for children to get their daily required vitamins, minerals, fats, carbs and proteins.- Visible growth can be seen within 90 days if consumed daily and according to the recommendation.- Probiotics included in the formula like Selenium, Copper, Zinc, Vitamin A, Vitamin E, Vitamin C, help to support the immune system naturally.- Brain development is assisted through ingredients like Linoleic Acid, Vitamin B12, Folic Acid and Taurine among others.- For fussy kids, the yummy Pediasure vanilla flavour is a great way to get their daily dose of vital nutrients as opposed to taking supplements and tablets.IngredientsPediasure powder contains Carbohydrates, Proteins, Calcium, B complex Vitamins, Milk Proteins (Skim Milk Powder), Zinc, Selenium, Probiotics, Fructo-oligosaccharide, Copper, Fatty Acids, ALA (Alpha-Linolenic Acid), Iron, Folic Acid, Iodine, Choline, Taurine and the Vitamins A, B12, C, D, E.How to Use- Add 2-3 scoops of Pediasure vanilla to a cup, along with 150ml of hot or cold milk. Stir well and drink.- If you are using water, add 5 scoops to 190ml of water instead.- Add a little bit of sugar for additional taste.Care Instructions- Read the label instructions carefully before preparing this drink.- Do not use it if the package is damaged.- Store in a cool and dry place away from humidity as that can cause clumping.Any Other Must-Know Information- For daily consumption with children who are typically fussy eaters and refuse to eat fruits/vegetables or are underweight.- For children with physically active lifestyle, or those with infections.",Dairy & Beverages > Beverages
Women's Horlicks Health & Nutrition Drink - Chocolate,Horlicks,325,265,Dairy & Beverages,Beverages,400 gm,"Key Features- Calseal Formula - Bone Nutrition Specialist- Nutrients For Strong Bones- Clinically proven~ to help improve bone strength in 6 months- No Added Sugar - 100% Rda Of Calcium, Vitamins D & K2How To Use- Take 200 ml of hot milk. Add 30 g (Approx. 3 heaped spoonfuls) of Horlicks Women&rsquo;s Plus.- Stir quickly to mix well.IngredientsCereal Extract (46%) [Barley, Wheat, Malted Barley, Wheat Malt], Milk Solids (37%), Maltodextrin, Minerals, Edible Iodized Salt, Nature Identical Flavouring Substances, Vitamins, Artificial Sweetener (INS 950).Nutritional Information100% RDA Of Calcium, Vitamins D & K2About the BrandBones form the structural framework of the human body. Up until the age of 30, bone formation is faster than bone loss, which causes the skeleton to grow both in size and density, resulting in an overall increase in bone mass. After the age of 30, bone mineral density may start to decrease. Unfortunately, there are no visible signs of weak bones. They often go unnoticed over many years, with no symptoms or discomfort until a bone breaks. To maintain strong bones, you don&rsquo;t just need an adequate intake of Calcium, but also Vitamin D for Calcium absorption and Vitamin K2 for binding Calcium to bones, daily. Remember, Vitamin K2 is not commonly found in the Indian diet, and Vitamin D is not even available in your daily diet. Horlicks Women&rsquo;s Plus is a bone nutrition specialist powered with CALSEAL formula. It provides 100% RDA^ of Calcium, Vitamin D & Vitamin K2 requirements.Unique combination of Vitamin K2, Calcium and Vitamin D to support bone health.In 2 serves (60 g) as per ICMR 2010 Guidelines on WomenAdded sugar refers to Sucrose. 'CONTAINS NATURALLY OCCURRING SUGARS'.Horlicks Women&rsquo;s Plus is a nourishing beverage to be consumed as a part of regular diet.",Dairy & Beverages > Beverages
Women's Horlicks Health & Nutrition Drink Jar - Caramel,Horlicks,325,270,Dairy & Beverages,Beverages,400 gm,"Key Features- Calseal Formula - Bone Nutrition Specialist- Nutrients For Strong Bones- 100% RDA Of Calcium, Vitamins D & K2- Clinically proven~ to help improve bone strength in 6 months - No Added SugarHow To Use- Take 200 ml of hot milk. Add 30 g (Approx. 3 heaped spoonfuls) of Horlicks Women&rsquo;s Plus.- Stir quickly to mix well.IngredientsCereal Extract (46%) [Barley, Wheat, Malted Barley, Wheat Malt], Milk Solids (37%), Maltodextrin, Minerals, Edible Iodized Salt, Nature Identical Flavouring Substances, Vitamins, Artificial Sweetener (INS 950).About the BrandBones form the structural framework of the human body. Up until the age of 30, bone formation is faster than bone loss, which causes the skeleton to grow both in size and density, resulting in an overall increase in bone mass. After the age of 30, bone mineral density may start to decrease. Unfortunately, there are no visible signs of weak bones. They often go unnoticed over many years, with no symptoms or discomfort until a bone breaks. To maintain strong bones you don&rsquo;t just need an adequate intake of Calcium, but also Vitamin D for Calcium absorption and Vitamin K2 for binding Calcium to bones, daily. Remember, Vitamin K2 is not commonly found in the Indian diet, and Vitamin D is not even available in your daily diet. Horlicks Women&rsquo;s Plus is a bone nutrition specialist powered with CALSEAL formula. Horlicks Women&rsquo;s Plus provides 100% RDA^ of Calcium, Vitamin D & Vitamin K2 requirements. Horlicks Women&rsquo;s Plus is a nourishing beverage to be consumed as a part of regular diet. Unique combination of Vitamin K2, Calcium and Vitamin D to support bone health.Added sugar refers to Sucrose.'CONTAINS NATURALLY OCCURRING SUGARS'. In 2 serves (60 g) as per ICMR 2010 Guidelines on Women.",Dairy & Beverages > Beverages
Boost Refill Pack,Boost,219,203,Dairy & Beverages,Beverages,500 gm,India,Dairy & Beverages > Beverages
Britannia Thick Dahi,Britannia,75,39,Dairy & Beverages,Dairy,400 gm,"OverviewFresh and healthy, Britannia Thick Dahi (Cup) is thicker, tasty and healthy. Prepare your favourite smoothies or yogurt based curries with this plain Dahi.IngredientsPasteurized Toned Milk.Key Features- Fresh and healthy.- Rich in nutrients.ApplicationIt can be used to make Curd rice, kadi pakora and butter milk.Shelf LifeBest before 15 days from the date of packaging when stored at 4-8&deg;C.Storage ConditionStore at 4-8&deg;C in a cool and dry place.About the BrandBritannia Industries is one of India&rsquo;s leading food companies with a 100 year legacy. Britannia is among the most trusted food brands, and manufactures India&rsquo;s favorite brands like Good Day, Tiger, NutriChoice, Milk Bikis and Marie Gold which are household names in India.",Dairy & Beverages > Dairy
Amul Masti Dahi,Amul,42,39,Dairy & Beverages,Dairy,400 gm,"Key FeaturesMade from wholesome milkExcellent source of good bacteriaAmul Masti Dahi is fresh and refreshingDisclaimerDespite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use.",Dairy & Beverages > Dairy
Cadbury Hot Chocolate Drinking Powder,Cadbury Cocoa Beverages,180,162,Dairy & Beverages,Beverages,200 gm,India,Dairy & Beverages > Beverages
ID Creamy Thick Curd - Dahi,ID,78,58,Dairy & Beverages,Dairy,400 gm,India,Dairy & Beverages > Dairy
Pediasure Nutritional Powder - Vanilla Delight Flavour,Pediasure,590,545,Dairy & Beverages,Beverages,400 gm,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Dairy & Beverages > Beverages
Pediasure Nutritional Powder - Vanilla Delight Flavour,Pediasure,1080,975,Dairy & Beverages,Beverages,750 gm,"OverviewPediaSure is a complete and balanced nutrition supplement for children of the age group (2 years and above). It has a perfect blend of 37 vital nutrients. It is scientifically designed for fussy eaters to take care of nutritional deficiencies and helps support their overall growth and development. PediaSure enjoys the trust of mothers and doctors in more than 80 countries around the world.Key Features- Pediasure provides complete and balanced nutrition.- Clinically proven to help increase height and weight for those who consume regularly.- Helps strengthen natural immunity.- Supports brain development.IngredientsSkim milk powder, sucrose, Edible Vegetable Oil, soy oil, high oleic sunflower oil, maltodextrin, medium-chain triglyceride oil, fructooligosaccharides, flavouring, minerals, Vitamins, m-inositol, taurine, Lactobacillus acidophilus, L-carnitine, Bifidobacterium.Benefits- PediaSure contains 37 nutrients that help support height & weight gain, immunity & brain development.- PediaSure gives Visible Growth in 90 Days.Other must know Information- Use the product within the given time period as mentioned on the product.- Do not freeze the powder and avoid excessive heating.Storage Instructions- Store in a cool and dry place.- Always keep the product tightly covered after every use.",Dairy & Beverages > Beverages
Ensure Nutrition Powder - Vanilla Flavour,Ensure,615,555,Dairy & Beverages,Beverages,400 gm,India,Dairy & Beverages > Beverages
Horlicks Classic Malt Jar,Horlicks,270,249,Dairy & Beverages,Beverages,500 gm,"OverviewFilled with a wide range of vitamins and minerals, Horlicks is a nourishing beverage that helps support your child&rsquo;s growth.Key Features- Health Drink that has nutrients to support immunity.- Clinically proven to improve 5 signs of growth- Clinically proven to make kids Taller, Stronger &amp; Sharper- Scientifically proven to improve Power of Milk- Vegetarian productBenefits- Increases the density of minerals such as calcium in bones to give children bigger and stronger bones- Horlicks is clinically proven to increase lean tissue, making children stronger- Helps improve attention and concentration to make the child smarter- Clinically proven for more hemopoietic nutrients in the blood and to increase fat-free mass, making the child strongerIngredientsFlour of wheat (25%), Solids extracted from Malted Barley (23%), Milk Solids (14%), Sugar (Extracted from Cereal 13%), contains Glutens from wheat, Emulsifiers, Minerals, Acidity Regulators, Soy Protein Isolator, and Minerals.How to UseEnjoy with a cup of hot milk or a glass of cold milk.Care Instructions- Read the label carefully before use- Keep out of reach of children- Store in a cool dry place- Use under medical supervisionAbout the BrandHorlicks is a sweet malted milk hot drink powder developed by founders James and William Horlick. It was first sold as 'Horlick's Infant and Invalids Food,' soon adding 'aged and travellers' to their label. In the early 20th century, it was sold as a powdered meal replacement drink mix. It was then marketed as a nutritional supplement and manufactured by GlaxoSmithKline (Consumer Healthcare) in the United Kingdom, Malaysia, Australia, New Zealand, Hong Kong, Bangladesh, India, Sri Lanka, and Jamaica.",Dairy & Beverages > Beverages
